gene1	gene2	pvalue	qvalue
DMD	KRAS	3.223467704637571e-09	1.2921101937226626e-07
DMD	TP53	1.6568653946644673e-05	0.00030894332251841746
DMD	SMAD4	7.027760724912249e-05	0.0011731202640252905
DMD	SOX9	7.448930956046077e-06	0.00014219366109566943
DMD	PLCG1	0.0002247491588406026	0.003522795342271145
HUWE1	APC	4.572587574258706e-05	0.0007763850007994781
HUWE1	KRAS	2.2731215569151577e-09	8.957924681822365e-08
HUWE1	TP53	5.746187943125327e-09	2.1136828342287708e-07
HUWE1	SMAD4	4.923761650084271e-06	9.522749835072168e-05
HUWE1	SOX9	5.587655091059389e-07	1.2989820491829798e-05
PIK3CA	TP53	2.1624245468676368e-10	1.1788683291434714e-08
PIK3CA	EPHA3	4.7824731242813546e-06	9.366548356504894e-05
PIK3CA	MED12	3.809385048585343e-05	0.0007025294341197634
PIK3CA	ZFP36L2	0.0003395333617698546	0.005210937619465935
PIK3CA	ACVR2A	0.0003231132772408281	0.0049733605802471876
PIK3CA	KMT2C	4.3451557515682615e-05	0.0007462760663773855
PIK3CA	RNF43	0.0005027803456961649	0.0075563882249714874
PIK3CA	RARA	0.00010496169245396182	0.001743972416036537
PIK3CA	BRAF	4.955357930986051e-05	0.0008461492509157425
APC	KANSL1	0.00017921539422452066	0.002880306074112804
APC	ARID1A	0.0003471264952163188	0.005259936838985675
APC	ACVR2A	9.404648067528588e-05	0.0016257171981526011
APC	ZBTB20	3.4018480288150986e-07	8.360136159687496e-06
APC	KMT2D	1.2528727023521217e-05	0.00023875062011416778
APC	RNF43	5.85747542707176e-10	2.9194749038932613e-08
APC	BCOR	4.3681736750007726e-05	0.0007462760663773855
APC	FLNA	3.993781317179e-05	0.0007109478745319714
APC	NOTCH1	0.0006451468147048013	0.009702623084492453
APC	BRAF	1.5854729390012623e-10	1.0003979778999099e-08
MUC6	KRAS	2.3471560224886544e-05	0.0004440201169256152
MUC6	TP53	3.842363145304583e-06	7.608078195925912e-05
CTNND1	TP53	2.4835604625709917e-05	0.000459252694471673
KRAS	CREBBP	5.0420185174905705e-06	9.69854627235909e-05
KRAS	TP53	0.00026426080960830135	0.004217426705959292
KRAS	EPHA3	1.4131110945180052e-06	2.952185215705542e-05
KRAS	MED12	2.4125895527495008e-05	0.00045389403947039997
KRAS	CARD11	0.0004344121777901606	0.006607641828743348
KRAS	PAX5	0.000194012077520752	0.003112072099426741
KRAS	CHD4	5.847920835929922e-07	1.3045191561323923e-05
KRAS	AMER1	0.0003753896464112345	0.005899672088976738
KRAS	JAK3	0.0006184380085334972	0.009350295598786671
KRAS	KANSL1	3.924284840134243e-06	7.608078195925912e-05
KRAS	COL5A1	3.8634352639140846e-05	0.0007025294341197634
KRAS	ESR1	2.4008300217739928e-06	5.114231462412244e-05
KRAS	ATRX	0.0006736689439294328	0.010018561586824562
KRAS	RPL22	0.00010309709841809024	0.001712351807862934
KRAS	MTOR	6.516071249608499e-07	1.4271443424268938e-05
KRAS	EPHA2	0.0004168172631796519	0.006480607041065868
KRAS	ARID1A	7.475985047877338e-10	3.30389436322519e-08
KRAS	ACVR2A	2.413882902853141e-06	5.114231462412244e-05
KRAS	ZBTB20	3.5533150061333913e-07	8.550852804517387e-06
KRAS	MECOM	0.0001266660520542932	0.0020905990886065273
KRAS	NSD1	2.1618112684114808e-05	0.00041531148770451455
KRAS	HLA-B	0.0001107121203171368	0.001869308763990915
KRAS	KMT2C	1.034475325671327e-08	3.490694814199551e-07
KRAS	KMT2D	1.9026016089187324e-07	4.487777855044178e-06
KRAS	POLE	3.345713718783272e-05	0.0006098023182767431
KRAS	CHD8	1.4131110945180052e-06	2.952185215705542e-05
KRAS	RNF43	7.287921586463527e-13	5.918224596024644e-11
KRAS	SCAF4	0.00015367132634585531	0.0024990463128081813
KRAS	EP300	0.00017564621982202693	0.0027973592591216587
KRAS	BCOR	9.868809690634988e-05	0.0016848830344209295
KRAS	FLNA	4.8681788853169605e-05	0.0008364656937989832
KRAS	POLQ	1.6284975025230695e-05	0.0003025949227642442
KRAS	KIT	2.5222026759665813e-05	0.0004627032039166335
KRAS	FAT1	3.938827096286407e-06	7.608078195925912e-05
KRAS	SPTAN1	6.401783988145784e-06	0.00012065091577358574
KRAS	RET	0.00016069843953872692	0.002587836923502021
KRAS	PGR	5.761678548608253e-05	0.0009785751263998424
KRAS	KMT2A	1.575325881154482e-05	0.0002951823773359286
KRAS	MGA	3.924284840134243e-06	7.608078195925912e-05
KRAS	RNF111	2.4008300217739928e-06	5.114231462412244e-05
KRAS	SETBP1	0.0005351511647627082	0.008190502946665349
KRAS	MYH9	5.521577402238521e-07	1.2989820491829798e-05
KRAS	ZFP36L1	1.0260137551522288e-05	0.00019571808874572634
KRAS	SMARCA4	0.0002680537558062294	0.004223388629490461
KRAS	CUL1	4.845626626950393e-05	0.0008289413490861574
KRAS	EGFR	0.0004543335830574127	0.00694276083142256
KRAS	DICER1	5.761678548608253e-05	0.0009785751263998424
KRAS	PLXNB2	0.0005410594919887377	0.008190502946665349
KRAS	NOTCH1	2.9355085050288257e-06	6.179677075936355e-05
KRAS	PTPRC	3.716235887347836e-05	0.0006744040126613315
KRAS	SETD2	8.574494598307887e-05	0.0014877173237958096
KRAS	PTPRD	4.109433687774275e-05	0.0007202621687666961
KRAS	CDK12	3.7641421760828834e-08	9.637760308371088e-07
KRAS	ERCC2	0.00013768029987907974	0.0022902999315212204
KRAS	USP9X	7.67560243612385e-05	0.0012700702449363228
KRAS	AR	3.2118469563702817e-06	6.700531373257966e-05
KRAS	BRAF	3.180720175119708e-22	1.2290250764228031e-20
KRAS	ZCCHC12	3.8260522201781365e-05	0.0007025294341197634
KRAS	EEF2	1.7321135177149366e-06	3.744121673012468e-05
KRAS	GNA11	0.0003967746184211112	0.0061564813438550105
CREBBP	TP53	6.631997994828843e-08	1.6660498707567971e-06
CREBBP	SOX9	0.00011260002571770661	0.0018978512620094787
SF3B1	SOX9	0.0004953214273782896	0.007459260829142529
TP53	EPHA3	1.7062391030925522e-05	0.0003201126862676045
TP53	MED12	6.658720546700386e-07	1.4612370379949316e-05
TP53	CARD11	2.224571210461685e-06	4.83108360035642e-05
TP53	CHD4	3.3705320340582557e-06	6.921241903772307e-05
TP53	AKT1	9.302513516450482e-05	0.0016257171981526011
TP53	SMAD4	0.00020705690346956306	0.0033422706113213456
TP53	AMER1	1.3937770951888233e-05	0.0002597549914583175
TP53	TCF7L2	1.7319418729028266e-08	4.726619586861843e-07
TP53	KANSL1	1.7939911779547674e-08	4.924892090935827e-07
TP53	SMAD2	0.00034628188783131795	0.005259936838985675
TP53	GRIN2D	1.702148907746502e-05	0.0003201126862676045
TP53	TAF1	2.4835604625709917e-05	0.000459252694471673
TP53	COL5A1	1.2615971303242593e-06	2.9185093333803667e-05
TP53	AXIN2	6.656186148328786e-06	0.00012401377955607144
TP53	SOX9	1.1607537214005379e-08	3.6786330736367433e-07
TP53	TCF12	0.0002682840126979027	0.004223388629490461
TP53	ATRX	0.0002963208073474428	0.0046461787022926745
TP53	RPL22	0.00027359915258360154	0.004300235682645822
TP53	MTOR	0.00010647108722565875	0.0017776609013185455
TP53	EPHA2	0.00013052420882894478	0.002146584206265973
TP53	ARID1A	3.892034217026611e-09	1.5056855552568842e-07
TP53	JAK1	7.569834295210493e-06	0.00014219366109566943
TP53	DNMT3A	0.00043831673534349005	0.006647111197385331
TP53	MSH6	5.6118915010884777e-05	0.0009592277524035169
TP53	ACVR2A	2.121190416524785e-08	5.641009275360556e-07
TP53	ZBTB20	4.444738104399555e-06	8.499253466166851e-05
TP53	MECOM	1.7919881279909612e-06	3.833051484956269e-05
TP53	FGFR3	6.240404458477329e-05	0.001051118474155035
TP53	NSD1	0.0002748705694662937	0.004317608466613206
TP53	HLA-B	1.3797104269358073e-06	2.952185215705542e-05
TP53	KMT2C	2.3493375493932024e-08	5.863313066222616e-07
TP53	INPPL1	0.0005955611342959183	0.00896708813967556
TP53	KMT2D	1.1087937863620467e-14	8.643908514741589e-13
TP53	POLE	4.357276649403022e-06	8.359486098585532e-05
TP53	CHD8	4.781626177335706e-07	1.1080876096692125e-05
TP53	TSC2	0.0002682840126979027	0.004223388629490461
TP53	RNF43	1.6614668118083965e-10	1.0003979778999099e-08
TP53	POLRMT	1.1654084242887227e-05	0.00022003861195522836
TP53	ARHGAP35	4.327592523969705e-07	1.0142803025993502e-05
TP53	ASXL1	3.1772046362826377e-06	6.700531373257966e-05
TP53	SCAF4	6.199236629629565e-05	0.001051118474155035
TP53	EP300	2.768750125344683e-05	0.0005131353146609787
TP53	BCOR	7.450828505595096e-08	1.715250977263537e-06
TP53	FLNA	4.781626177335706e-07	1.1080876096692125e-05
TP53	ZC3H12A	6.605401776568278e-05	0.0011059799010416137
TP53	POLQ	0.00031349462754894254	0.004899777636440519
TP53	FAT1	7.071119664350322e-10	3.3016976045085164e-08
TP53	EZH2	0.0004351207362923218	0.006607641828743348
TP53	SPTAN1	4.185686357415256e-08	1.1063893367355244e-06
TP53	RET	0.00031937362569211164	0.004920568472688718
TP53	KMT2A	8.17458016789784e-08	1.8452324123544674e-06
TP53	ZMYM2	2.4835604625709917e-05	0.000459252694471673
TP53	MGA	8.913590068985164e-10	3.666381043315811e-08
TP53	RNF111	0.0002182889286639421	0.0034088859569038283
TP53	SETBP1	0.00010239803544780102	0.0017070635502908502
TP53	NF2	0.00021230512123738673	0.0033604084563535214
TP53	MYH9	8.17458016789784e-08	1.8452324123544674e-06
TP53	NOTCH2	8.125326170043727e-06	0.00015095431422653798
TP53	CTCF	0.0002682840126979027	0.004223388629490461
TP53	SMARCA4	1.4083197693252506e-05	0.0002608573254340999
TP53	PLCG1	0.00015542389990634328	0.0025186330789065316
TP53	LZTR1	7.569834295210493e-06	0.00014219366109566943
TP53	PPP2R1A	0.00018027878715869106	0.002884082806293596
TP53	MAP3K4	2.1203876265832906e-08	5.641009275360556e-07
TP53	DICER1	0.0002182889286639421	0.0034088859569038283
TP53	CDH1	3.3855778336607534e-05	0.0006110613184958436
TP53	B2M	4.282711289752782e-05	0.0007452049837708007
TP53	PTPRC	0.00014916871460171337	0.0024768264007673938
TP53	SETD2	0.00046048394328277836	0.006965597851721469
TP53	PDGFRA	5.404048266591324e-06	0.00010708687913807606
TP53	MAP3K1	0.0002682840126979027	0.004223388629490461
TP53	KEL	4.030033954379928e-05	0.0007109478745319714
TP53	PTPRD	0.0004983586794710243	0.0074995855515948085
TP53	BRD7	0.0004751086972629642	0.007217212080125357
TP53	CDK12	3.2754552090373545e-05	0.000601821126916543
TP53	USP9X	0.0004227625803864171	0.006535158077974874
TP53	SMC1A	0.0006708389079374768	0.010018051907647218
TP53	NUP133	3.2102318252015133e-06	6.700531373257966e-05
TP53	ALB	0.0004761068992732967	0.007217212080125357
TP53	TRAF3	0.0004761068992732967	0.007217212080125357
TP53	ACVR1B	9.804459698033193e-06	0.00018553629210205425
TP53	BRAF	1.593202907689345e-09	6.537479323036566e-08
TP53	PPM1D	8.86275827113657e-05	0.0015351905368863013
TP53	KDM5C	0.00038341629169602056	0.005984557699852919
EPHA3	SOX9	6.27873831787826e-06	0.00012065091577358574
TBX3	KMT2C	8.626105731366335e-06	0.00016020798041249944
ERBB3	SOX9	0.0002096775565628762	0.0033505850261002583
MED12	SOX9	5.1015540336669e-05	0.0008764155052859581
CARD11	AMER1	0.00013765049891621033	0.002290260177688484
CARD11	SOX9	2.6307772607695814e-07	6.59576616823916e-06
CARD11	DIAPH2	0.0002816485445802579	0.004381560624095104
PAX5	SOX9	0.000322843539990565	0.004964955620443502
CHD4	SOX9	2.7973846470704925e-05	0.0005171432340778455
SMAD4	SMAD2	0.00012627471842857244	0.0020905990886065273
SMAD4	ESR1	0.00018685533211379912	0.0029673855071563255
SMAD4	ARID1A	9.747576445764494e-05	0.001682309093255519
SMAD4	MSH6	0.0006071638408171166	0.009136701964173613
SMAD4	TGFBR2	0.00040959361039048743	0.006359955009913669
SMAD4	RNF43	0.00038135855980089996	0.0059633803764952845
SMAD4	KIT	0.0006071638408171166	0.009136701964173613
SMAD4	RET	0.0001519870287514635	0.0024990463128081813
SMAD4	MYH9	2.6600664997389172e-05	0.00048581875191011116
SMAD4	SMARCA4	6.24275737445056e-05	0.001051118474155035
SMAD4	ASXL2	0.00040959361039048743	0.006359955009913669
SMAD4	SOS1	3.1980112251485913e-05	0.0005914956695573432
SMAD4	NOTCH1	6.24275737445056e-05	0.001051118474155035
SMAD4	BRAF	6.338895862582017e-05	0.0010641878879839835
AMER1	PCBP1	0.000640509684318338	0.009702623084492453
AMER1	CUL3	0.00047694459932328694	0.0072731516665409494
AMER1	NOTCH1	0.00029225195159399863	0.004597005113630144
AMER1	BRAF	0.0002569407036013931	0.004037567358681528
TCF7L2	SOX9	3.4949619788113e-06	7.10954358834319e-05
TCF7L2	BRAF	0.00039560281650354555	0.006151601206302206
KANSL1	SOX9	5.85726945941047e-07	1.3045191561323923e-05
SMAD2	SOX9	0.00013425791202090152	0.0021844316738194583
SMAD2	RNF43	0.0004707079466387901	0.007208043227113484
SMAD2	BRAF	0.0006632440861355857	0.009917612454476546
COL5A1	SOX9	2.9925993499742468e-05	0.0005543161180376148
COL5A1	CUL3	0.0006429613884907351	0.009702623084492453
SOX9	ESR1	0.0002096775565628762	0.0033505850261002583
SOX9	MTOR	2.5380097932661506e-05	0.0004627032039166335
SOX9	EPHA2	0.0003269156143759791	0.005073281068036492
SOX9	ZBTB20	4.0022859691563777e-07	9.619286797985006e-06
SOX9	MECOM	9.881997865370344e-05	0.0016848830344209295
SOX9	KMT2C	7.027850695546913e-09	2.5037278393524674e-07
SOX9	KMT2D	3.4136048743946527e-10	1.76924576779186e-08
SOX9	POLE	0.00010074623940535935	0.0016982376360376395
SOX9	RNF43	1.3759258557440101e-06	2.952185215705542e-05
SOX9	ASXL1	1.4896318239655443e-06	3.175295602163103e-05
SOX9	FLNA	0.00014443091308492264	0.002419604496915113
SOX9	POLQ	0.0005269445388047427	0.007959326999527304
SOX9	FAT1	0.00021977717500798146	0.003416003276345615
SOX9	RET	9.475549479974722e-05	0.0016280136290383587
SOX9	WT1	0.00017972970966990737	0.002884082806293596
SOX9	KMT2A	5.587655091059389e-07	1.2989820491829798e-05
SOX9	ZMYM2	0.0003285371574177637	0.005100771452848861
SOX9	MYH9	0.00020190871937894735	0.0032853868793534906
SOX9	NOTCH2	4.1064532239599675e-05	0.0007202621687666961
SOX9	CTCF	6.81237949327253e-05	0.0011326640681918571
SOX9	LZTR1	0.00011069679060370796	0.001869308763990915
SOX9	PTEN	5.7653500754990195e-06	0.00011190397625655944
SOX9	NOTCH1	0.00010074623940535935	0.0016982376360376395
SOX9	KEL	0.00029150713649850243	0.004546325790703924
SOX9	CDK12	0.00020382689202875742	0.0033033499436863857
SOX9	USP9X	2.2992039787917863e-05	0.00043994269898159556
SOX9	AR	0.00021512098142308065	0.0033604084563535214
SOX9	BRAF	3.3045160482021843e-06	6.83183895083419e-05
SOX9	FUBP1	6.451243934913659e-05	0.0010843513390840622
ARID1A	PCBP1	3.9956433080752556e-05	0.0007109478745319714
TGIF1	SMARCA4	0.0005187016935314346	0.007804802594430845
TGIF1	NOTCH1	0.0005187016935314346	0.007804802594430845
TGIF1	CDK12	0.0003798257172351739	0.005957424871465623
TGIF1	BRAF	0.00016157853435972387	0.0026121100559727854
PCBP1	BRAF	0.0006990261402657329	0.010286730328185922
